/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/CodigoBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeBloco;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/NomeApelido;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Bloco/DataCriacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";;;;;"33032844";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";;;;;"33032031";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5896";"Benjamin Beze Junior";;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5897";"Milton MercÃªz";;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"NÃ£o";"Sim";;;;"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2914";"2019-02-01";;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif JÃºnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";;;;;"33033784";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif JÃºnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";;;;;"33033756";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif JÃºnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6381";"Hermes Klann";;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif JÃºnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6382";"Adrian da Blukit";;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif JÃºnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"NÃ£o";"Sim";;;;"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3024";"2023-02-01";;;;;;;;
"4811";"900";"LaÃ©rcio Oliveira";"LaÃ©rcio JosÃ© de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";;;;;"33031763";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"LaÃ©rcio Oliveira";"LaÃ©rcio JosÃ© de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";;;;;"33031764";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"LaÃ©rcio Oliveira";"LaÃ©rcio JosÃ© de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Sim";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6383";"Janier";;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"LaÃ©rcio Oliveira";"LaÃ©rcio JosÃ© de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Sim";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6384";"Fernando Carvalho";;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"LaÃ©rcio Oliveira";"LaÃ©rcio JosÃ© de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Sim";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3025";"2023-02-01";;;;;;;"https://www.laerciooliveira.com.br/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros RÃªgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"NÃ£o";"Sim";"33036427";"2";"NÃ£o";"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5977";"Leany Lemos";;;;;;;;;"http://www.leiladovolei.com/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros RÃªgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"NÃ£o";"Sim";"33036427";"2";"NÃ£o";"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5978";"Ivonete Nascimento";;;;;;;;;"http://www.leiladovolei.com/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros RÃªgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"NÃ£o";"Sim";"33036427";"2";"NÃ£o";"359";"Bloco Parlamentar Pelo Brasil";"BLPBR";"2025-02-18";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2918";"2019-02-01";;;;;;;"http://www.leiladovolei.com/";
"5926";"905";"Lucas Barreto";"Luiz CantuÃ¡ria Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"NÃ£o";"NÃ£o";"33034851";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5927";"Paulo Albuquerque";;;;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz CantuÃ¡ria Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"NÃ£o";"NÃ£o";"33034851";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5928";"Patricia Costa";;;;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz CantuÃ¡ria Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"NÃ£o";"NÃ£o";"33034851";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2955";"2020-04-20";;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz CantuÃ¡ria Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"NÃ£o";"NÃ£o";"33034851";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2921";"2019-02-01";;;;"2019-12-16";"LS ";"LicenÃ§a saÃºde";;"2019-12-17"
"5926";"905";"Lucas Barreto";"Luiz CantuÃ¡ria Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"NÃ£o";"NÃ£o";"33034851";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";;;;;"33034124";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";;;;;"33034127";"2";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";;;;;"33034129";"4";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";;;;;"33034132";"6";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";"PP";"RS";"NÃ£o";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"574";"RS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"6015";"Ireneu Orth";;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";"PP";"RS";"NÃ£o";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"574";"RS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"6016";"Drica de Lucena";;;;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";"PP";"RS";"NÃ£o";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"574";"RS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"3068";"2024-08-07";;;;;;;;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";"PP";"RS";"NÃ£o";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"574";"RS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2919";"2019-02-01";;;;"2024-04-08";"LCS";"LicenÃ§a com convocaÃ§Ã£o de suplente (sup 120 dias)";;
"1186";"860";"Luis Carlos Heinze";"Luis Carlos Heinze";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/1186";"sen.luiscarlosheinze@senado.leg.br";"PP";"RS";"NÃ£o";"NÃ£o";;;;"346";"Bloco Parlamentar AlianÃ§a";"BLALIANÃ‡A";"2023-03-20";"574";"RS";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"NÃ£o";"NÃ£o";"33036370";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1Âº Suplente";"6354";"Marcinha Macedo";;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"NÃ£o";"NÃ£o";"33036370";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2Âº Suplente";"6355";"Tenente Emerson";;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"NÃ£o";"NÃ£o";"33036370";"2";"NÃ£o";"357";"Bloco Parlamentar Vanguarda";"BLVANG";"2025-02-03";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3011";"2023-02-01";;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"NÃ£o";"NÃ£o";"33032191";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"3651";"Alfredo Cotait Neto";;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"NÃ£o";"NÃ£o";"33032191";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"6007";"Ivani Boscolo";;;;;;;;;;
"5376";"847";"Mara Gabrilli";"Mara Cristina Gabrilli";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5376.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5376";"sen.maragabrilli@senado.leg.br";"PSD";"SP";"NÃ£o";"NÃ£o";"33032191";"1";"NÃ£o";"335";"Bloco Parlamentar da ResistÃªncia DemocrÃ¡tica";"BLPRD";"2023-02-01";"569";"SP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2922";"2019-02-01";;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";;;;;"33034078";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";;;;;"33036130";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"NÃ£o";"Sim";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1Âº Suplente";"5910";"JosÃ© Hamilton";;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"NÃ£o";"Sim";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2Âº Suplente";"5911";"RosÃ¡rio Bezerra";;;;;;;;;;
"742";"813";"Marcelo Castro";"Marcelo Costa e Castro";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/742";"sen.marcelocastro@senado.leg.br";"MDB";"PI";"NÃ£o";"Sim";;;;"358";"Bloco Parlamentar Democracia";"BLDEM";"2025-02-18";"539";"PI";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2923";"2019-02-01";;;;;;;;
"285";"849";"Marcio Bittar";"Marcio Miguel Bittar";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador285.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/285";"sen.marciobittar@senado.leg.br";;;;;"33032115";"1";"NÃ£o";;;;;;;;;;;;;;;;;;;;;;;;;;
